Date/Time,Unit,Value
29.12.23 00:54:00,C,7
29.12.23 01:54:00,C,7
29.12.23 02:54:00,C,7
29.12.23 03:54:00,C,6
29.12.23 04:54:00,C,7
29.12.23 05:54:00,C,7
29.12.23 06:54:00,C,6
29.12.23 07:54:00,C,7
29.12.23 08:54:00,C,7
29.12.23 09:54:00,C,7
29.12.23 10:54:00,C,8
29.12.23 11:54:00,C,9
29.12.23 12:54:00,C,9
29.12.23 13:54:00,C,8
29.12.23 14:54:00,C,8
29.12.23 15:54:00,C,8
29.12.23 16:54:00,C,7
29.12.23 17:54:00,C,7
29.12.23 18:54:00,C,7
29.12.23 19:54:00,C,7
29.12.23 20:54:00,C,7
29.12.23 21:54:00,C,7
29.12.23 22:54:00,C,7
29.12.23 23:54:00,C,7
30.12.23 00:54:00,C,7
30.12.23 01:54:00,C,7
30.12.23 02:54:00,C,7
30.12.23 03:54:00,C,7
30.12.23 04:54:00,C,7
30.12.23 05:54:00,C,7
30.12.23 06:54:00,C,7
30.12.23 07:54:00,C,7
30.12.23 08:54:00,C,7
30.12.23 09:54:00,C,7
30.12.23 10:54:00,C,8
30.12.23 11:54:00,C,9
30.12.23 12:54:00,C,9
30.12.23 13:54:00,C,9
30.12.23 14:54:00,C,8
30.12.23 15:54:00,C,8
30.12.23 16:54:00,C,7
30.12.23 17:54:00,C,6
30.12.23 18:54:00,C,6
30.12.23 19:54:00,C,6
30.12.23 20:54:00,C,6
30.12.23 21:54:00,C,5
30.12.23 22:54:00,C,4
30.12.23 23:54:00,C,4
31.12.23 00:54:00,C,3
31.12.23 01:54:00,C,3
31.12.23 02:54:00,C,3
31.12.23 03:54:00,C,3
31.12.23 04:54:00,C,3
31.12.23 05:54:00,C,3
31.12.23 06:54:00,C,3
31.12.23 07:54:00,C,3
31.12.23 08:54:00,C,3
31.12.23 09:54:00,C,4
31.12.23 10:54:00,C,5
31.12.23 11:54:00,C,6
31.12.23 12:54:00,C,6
31.12.23 13:54:00,C,6
31.12.23 14:54:00,C,6
31.12.23 15:54:00,C,6
31.12.23 16:54:00,C,6
31.12.23 17:54:00,C,5
31.12.23 18:54:00,C,4
31.12.23 19:54:00,C,4
31.12.23 20:54:00,C,4
31.12.23 21:54:00,C,5
31.12.23 22:54:00,C,5
31.12.23 23:54:00,C,5
01.01.24 00:54:00,C,5
01.01.24 01:54:00,C,5
01.01.24 02:54:00,C,5
01.01.24 03:54:00,C,5
01.01.24 04:54:00,C,5
01.01.24 05:54:00,C,5
01.01.24 06:54:00,C,5
01.01.24 07:54:00,C,5
01.01.24 08:54:00,C,5
01.01.24 09:54:00,C,5
01.01.24 10:54:00,C,6
01.01.24 11:54:00,C,7
01.01.24 12:54:00,C,8
01.01.24 13:54:00,C,7
01.01.24 14:54:00,C,7
01.01.24 15:54:00,C,6
01.01.24 16:54:00,C,6
01.01.24 17:54:00,C,5
01.01.24 18:54:00,C,5
01.01.24 19:54:00,C,5
01.01.24 20:54:00,C,5
01.01.24 21:54:00,C,5
01.01.24 22:54:00,C,5
01.01.24 23:54:00,C,5
02.01.24 00:54:00,C,5
02.01.24 01:54:00,C,5
02.01.24 02:54:00,C,5
02.01.24 03:54:00,C,5
02.01.24 04:54:00,C,5
02.01.24 05:54:00,C,5
02.01.24 06:54:00,C,5
02.01.24 07:54:00,C,6
02.01.24 08:54:00,C,6
02.01.24 09:54:00,C,6
02.01.24 10:54:00,C,6
02.01.24 11:54:00,C,7
02.01.24 12:54:00,C,7
02.01.24 13:54:00,C,7
02.01.24 14:54:00,C,7
02.01.24 15:54:00,C,7
02.01.24 16:54:00,C,7
02.01.24 17:54:00,C,7
02.01.24 18:54:00,C,7
02.01.24 19:54:00,C,7
02.01.24 20:54:00,C,7
02.01.24 21:54:00,C,7
02.01.24 22:54:00,C,7
02.01.24 23:54:00,C,7
03.01.24 00:54:00,C,7
03.01.24 01:54:00,C,7
03.01.24 02:54:00,C,7
03.01.24 03:54:00,C,7
03.01.24 04:54:00,C,7
03.01.24 05:54:00,C,7
03.01.24 06:54:00,C,7
03.01.24 07:54:00,C,7
03.01.24 08:54:00,C,7
03.01.24 09:54:00,C,7
03.01.24 10:54:00,C,8
03.01.24 11:54:00,C,9
03.01.24 12:54:00,C,9
03.01.24 13:54:00,C,9
03.01.24 14:54:00,C,9
03.01.24 15:54:00,C,8
03.01.24 16:54:00,C,8
03.01.24 17:54:00,C,8
03.01.24 18:54:00,C,7
03.01.24 19:54:00,C,7
03.01.24 20:54:00,C,7
03.01.24 21:54:00,C,7
03.01.24 22:54:00,C,7
03.01.24 23:54:00,C,7
04.01.24 00:54:00,C,7
04.01.24 01:54:00,C,7
04.01.24 02:54:00,C,7
04.01.24 03:54:00,C,7
04.01.24 04:54:00,C,7
04.01.24 05:54:00,C,7
04.01.24 06:54:00,C,7
04.01.24 07:54:00,C,6
04.01.24 08:54:00,C,6
04.01.24 09:54:00,C,7
04.01.24 10:54:00,C,7
04.01.24 11:54:00,C,8
04.01.24 12:54:00,C,8
04.01.24 13:54:00,C,8
04.01.24 14:54:00,C,8
04.01.24 15:54:00,C,7
04.01.24 16:54:00,C,7
04.01.24 17:54:00,C,6
04.01.24 18:54:00,C,5
04.01.24 19:54:00,C,5
04.01.24 20:54:00,C,5
04.01.24 21:54:00,C,4
04.01.24 22:54:00,C,4
04.01.24 23:54:00,C,4
05.01.24 00:54:00,C,4
05.01.24 01:54:00,C,3
05.01.24 02:54:00,C,3
05.01.24 03:54:00,C,4
05.01.24 04:54:00,C,4
05.01.24 05:54:00,C,4
05.01.24 06:54:00,C,4
05.01.24 07:54:00,C,4
05.01.24 08:54:00,C,4
05.01.24 09:54:00,C,5
05.01.24 10:54:00,C,6
05.01.24 11:54:00,C,7
05.01.24 12:54:00,C,7
05.01.24 13:54:00,C,7
05.01.24 14:54:00,C,7
05.01.24 15:54:00,C,6
05.01.24 16:54:00,C,5
05.01.24 17:54:00,C,4
05.01.24 18:54:00,C,3
05.01.24 19:54:00,C,3
05.01.24 20:54:00,C,3
05.01.24 21:54:00,C,3
05.01.24 22:54:00,C,2
05.01.24 23:54:00,C,2
06.01.24 00:54:00,C,2
06.01.24 01:54:00,C,1
06.01.24 02:54:00,C,2
06.01.24 03:54:00,C,2
06.01.24 04:54:00,C,3
06.01.24 05:54:00,C,3
06.01.24 06:54:00,C,3
06.01.24 07:54:00,C,4
06.01.24 08:54:00,C,4
06.01.24 09:54:00,C,4
06.01.24 10:54:00,C,4
06.01.24 11:54:00,C,5
06.01.24 12:54:00,C,5
06.01.24 13:54:00,C,5
06.01.24 14:54:00,C,5
06.01.24 15:54:00,C,5
06.01.24 16:54:00,C,5
06.01.24 17:54:00,C,5
06.01.24 18:54:00,C,5
06.01.24 19:54:00,C,5
06.01.24 20:54:00,C,4
06.01.24 21:54:00,C,4
06.01.24 22:54:00,C,4
06.01.24 23:54:00,C,4
07.01.24 00:54:00,C,4
07.01.24 01:54:00,C,4
07.01.24 02:54:00,C,4
07.01.24 03:54:00,C,4
07.01.24 04:54:00,C,4
07.01.24 05:54:00,C,4
07.01.24 06:54:00,C,4
07.01.24 07:54:00,C,4
07.01.24 08:54:00,C,4
07.01.24 09:54:00,C,4
07.01.24 10:54:00,C,4
07.01.24 11:54:00,C,5
07.01.24 12:54:00,C,4
07.01.24 13:54:00,C,4
07.01.24 14:54:00,C,4
07.01.24 15:54:00,C,3
07.01.24 16:54:00,C,3
07.01.24 17:54:00,C,2
07.01.24 18:54:00,C,2
07.01.24 19:54:00,C,1
07.01.24 20:54:00,C,1
07.01.24 21:54:00,C,0
07.01.24 22:54:00,C,0
07.01.24 23:54:00,C,0
08.01.24 00:54:00,C,0
08.01.24 01:54:00,C,0
08.01.24 02:54:00,C,0
08.01.24 03:54:00,C,0
08.01.24 04:54:00,C,0
08.01.24 05:54:00,C,0
08.01.24 06:54:00,C,0
08.01.24 07:54:00,C,0
08.01.24 08:54:00,C,0
08.01.24 09:54:00,C,0
08.01.24 10:54:00,C,0
08.01.24 11:54:00,C,0
08.01.24 12:54:00,C,0
08.01.24 13:54:00,C,0
08.01.24 14:54:00,C,0
08.01.24 15:54:00,C,0
08.01.24 16:54:00,C,0
08.01.24 17:54:00,C,0
08.01.24 18:54:00,C,0
08.01.24 19:54:00,C,0
08.01.24 20:54:00,C,0
08.01.24 21:54:00,C,-1
08.01.24 22:54:00,C,-1
08.01.24 23:54:00,C,-1
09.01.24 00:54:00,C,-1
09.01.24 01:54:00,C,-2
09.01.24 02:54:00,C,-3
09.01.24 03:54:00,C,-3
09.01.24 04:54:00,C,-4
09.01.24 05:54:00,C,-4
09.01.24 06:54:00,C,-4
09.01.24 07:54:00,C,-4
09.01.24 08:54:00,C,-4
09.01.24 09:54:00,C,-3
09.01.24 10:54:00,C,-2
09.01.24 11:54:00,C,-2
09.01.24 12:54:00,C,-2
09.01.24 13:54:00,C,-2
09.01.24 14:54:00,C,-2
09.01.24 15:54:00,C,-3
09.01.24 16:54:00,C,-3
09.01.24 17:54:00,C,-3
09.01.24 18:54:00,C,-3
09.01.24 19:54:00,C,-3
09.01.24 20:54:00,C,-3
09.01.24 21:54:00,C,-3
09.01.24 22:54:00,C,-3
09.01.24 23:54:00,C,-3
10.01.24 00:54:00,C,-3
10.01.24 01:54:00,C,-3
10.01.24 02:54:00,C,-3
10.01.24 03:54:00,C,-3
10.01.24 04:54:00,C,-3
10.01.24 05:54:00,C,-3
10.01.24 06:54:00,C,-3
10.01.24 07:54:00,C,-3
10.01.24 08:54:00,C,-2
10.01.24 09:54:00,C,-2
10.01.24 10:54:00,C,-2
10.01.24 11:54:00,C,-2
10.01.24 12:54:00,C,-2
10.01.24 13:54:00,C,-2
10.01.24 14:54:00,C,-2
10.01.24 15:54:00,C,-2
10.01.24 16:54:00,C,-3
10.01.24 17:54:00,C,-3
10.01.24 18:54:00,C,-3
10.01.24 19:54:00,C,-3
10.01.24 20:54:00,C,-4
10.01.24 21:54:00,C,-4
10.01.24 22:54:00,C,-4
10.01.24 23:54:00,C,-4
11.01.24 00:54:00,C,-4
11.01.24 01:54:00,C,-4
11.01.24 02:54:00,C,-4
11.01.24 03:54:00,C,-4
11.01.24 04:54:00,C,-4
11.01.24 05:54:00,C,-4
11.01.24 06:54:00,C,-5
11.01.24 07:54:00,C,-5
11.01.24 08:54:00,C,-4
11.01.24 09:54:00,C,-4
11.01.24 10:54:00,C,-2
11.01.24 11:54:00,C,-2
11.01.24 12:54:00,C,-1
11.01.24 13:54:00,C,-1
11.01.24 14:54:00,C,-1
11.01.24 15:54:00,C,-2
11.01.24 16:54:00,C,-3
11.01.24 17:54:00,C,-3
11.01.24 18:54:00,C,-4
11.01.24 19:54:00,C,-4
11.01.24 20:54:00,C,-4
11.01.24 21:54:00,C,-4
11.01.24 22:54:00,C,-4
11.01.24 23:54:00,C,-4
12.01.24 00:54:00,C,-4
12.01.24 01:54:00,C,-5
12.01.24 02:54:00,C,-5
12.01.24 03:54:00,C,-4
12.01.24 04:54:00,C,-3
12.01.24 05:54:00,C,-4
12.01.24 06:54:00,C,-4
12.01.24 07:54:00,C,-5
12.01.24 08:54:00,C,-4
12.01.24 09:54:00,C,-3
12.01.24 10:54:00,C,-2
12.01.24 11:54:00,C,-1
12.01.24 12:54:00,C,-1
12.01.24 13:54:00,C,-1
12.01.24 14:54:00,C,-1
12.01.24 15:54:00,C,-1
12.01.24 16:54:00,C,-1
12.01.24 17:54:00,C,-1
12.01.24 18:54:00,C,-1
12.01.24 19:54:00,C,-1
12.01.24 20:54:00,C,-1
12.01.24 21:54:00,C,-1
12.01.24 22:54:00,C,-1
12.01.24 23:54:00,C,-1
13.01.24 00:54:00,C,-1
13.01.24 01:54:00,C,-1
13.01.24 02:54:00,C,-1
13.01.24 03:54:00,C,-1
13.01.24 04:54:00,C,-1
13.01.24 05:54:00,C,-1
13.01.24 06:54:00,C,-1
13.01.24 07:54:00,C,-1
13.01.24 08:54:00,C,-1
13.01.24 09:54:00,C,-1
13.01.24 10:54:00,C,-1
13.01.24 11:54:00,C,-1
13.01.24 12:54:00,C,0
13.01.24 13:54:00,C,0
13.01.24 14:54:00,C,0
13.01.24 15:54:00,C,-1
13.01.24 16:54:00,C,-1
13.01.24 17:54:00,C,-1
13.01.24 18:54:00,C,-1
13.01.24 19:54:00,C,-1
13.01.24 20:54:00,C,-1
13.01.24 21:54:00,C,-1
13.01.24 22:54:00,C,-1
13.01.24 23:54:00,C,-1
14.01.24 00:54:00,C,-1
14.01.24 01:54:00,C,-2
14.01.24 02:54:00,C,-2
14.01.24 03:54:00,C,-2
14.01.24 04:54:00,C,-2
14.01.24 05:54:00,C,-2
14.01.24 06:54:00,C,-2
14.01.24 07:54:00,C,-2
14.01.24 08:54:00,C,-2
14.01.24 09:54:00,C,-1
14.01.24 10:54:00,C,-1
14.01.24 11:54:00,C,-1
14.01.24 12:54:00,C,0
14.01.24 13:54:00,C,0
14.01.24 14:54:00,C,0
14.01.24 15:54:00,C,-1
14.01.24 16:54:00,C,-1
14.01.24 17:54:00,C,-2
14.01.24 18:54:00,C,-2
14.01.24 19:54:00,C,-2
14.01.24 20:54:00,C,-2
14.01.24 21:54:00,C,-2
14.01.24 22:54:00,C,-2
14.01.24 23:54:00,C,-2
15.01.24 00:54:00,C,-2
15.01.24 01:54:00,C,-2
15.01.24 02:54:00,C,-2
15.01.24 03:54:00,C,-2
15.01.24 04:54:00,C,-2
15.01.24 05:54:00,C,-2
15.01.24 06:54:00,C,-2
15.01.24 07:54:00,C,-2
15.01.24 08:54:00,C,-1
15.01.24 09:54:00,C,-1
15.01.24 10:54:00,C,-1
15.01.24 11:54:00,C,-1
15.01.24 12:54:00,C,-1
15.01.24 13:54:00,C,0
15.01.24 14:54:00,C,0
15.01.24 15:54:00,C,0
15.01.24 16:54:00,C,0
15.01.24 17:54:00,C,-1
15.01.24 18:54:00,C,-1
15.01.24 19:54:00,C,-1
15.01.24 20:54:00,C,-1
15.01.24 21:54:00,C,-1
15.01.24 22:54:00,C,-1
15.01.24 23:54:00,C,-1
16.01.24 00:54:00,C,-1
16.01.24 01:54:00,C,-1
16.01.24 02:54:00,C,-1
16.01.24 03:54:00,C,-2
16.01.24 04:54:00,C,-2
16.01.24 05:54:00,C,-2
16.01.24 06:54:00,C,-2
16.01.24 07:54:00,C,-2
16.01.24 08:54:00,C,-2
16.01.24 09:54:00,C,-1
16.01.24 10:54:00,C,-1
16.01.24 11:54:00,C,-1
16.01.24 12:54:00,C,0
16.01.24 13:54:00,C,0
16.01.24 14:54:00,C,0
16.01.24 15:54:00,C,-1
16.01.24 16:54:00,C,-1
16.01.24 17:54:00,C,-2
16.01.24 18:54:00,C,-2
16.01.24 19:54:00,C,-2
16.01.24 20:54:00,C,-2
16.01.24 21:54:00,C,-2
16.01.24 22:54:00,C,-2
16.01.24 23:54:00,C,-2
17.01.24 00:54:00,C,-2
17.01.24 01:54:00,C,-2
17.01.24 02:54:00,C,-2
17.01.24 03:54:00,C,-2
17.01.24 04:54:00,C,-2
17.01.24 05:54:00,C,-1
17.01.24 06:54:00,C,-1
17.01.24 07:54:00,C,-1
17.01.24 08:54:00,C,-1
17.01.24 09:54:00,C,-1
17.01.24 10:54:00,C,-1
17.01.24 11:54:00,C,-1
17.01.24 12:54:00,C,0
17.01.24 13:54:00,C,0
17.01.24 14:54:00,C,0
17.01.24 15:54:00,C,0
17.01.24 16:54:00,C,0
17.01.24 17:54:00,C,0
17.01.24 18:54:00,C,0
17.01.24 19:54:00,C,0
17.01.24 20:54:00,C,0
17.01.24 21:54:00,C,0
17.01.24 22:54:00,C,0
17.01.24 23:54:00,C,0
18.01.24 00:54:00,C,0
18.01.24 01:54:00,C,0
18.01.24 02:54:00,C,0
18.01.24 03:54:00,C,0
18.01.24 04:54:00,C,0
18.01.24 05:54:00,C,0
18.01.24 06:54:00,C,0
18.01.24 07:54:00,C,0
18.01.24 08:54:00,C,0
18.01.24 09:54:00,C,0
18.01.24 10:54:00,C,0
18.01.24 11:54:00,C,0
18.01.24 12:54:00,C,0
18.01.24 13:54:00,C,0
18.01.24 14:54:00,C,0
18.01.24 15:54:00,C,0
18.01.24 16:54:00,C,0
18.01.24 17:54:00,C,0
18.01.24 18:54:00,C,0
18.01.24 19:54:00,C,0
18.01.24 20:54:00,C,0
18.01.24 21:54:00,C,0
18.01.24 22:54:00,C,0
18.01.24 23:54:00,C,0
19.01.24 00:54:00,C,0
19.01.24 01:54:00,C,0
19.01.24 02:54:00,C,0
19.01.24 03:54:00,C,0
19.01.24 04:54:00,C,0
19.01.24 05:54:00,C,0
19.01.24 06:54:00,C,0
19.01.24 07:54:00,C,0
19.01.24 08:54:00,C,0
19.01.24 09:54:00,C,0
19.01.24 10:54:00,C,0
19.01.24 11:54:00,C,0
19.01.24 12:54:00,C,0
19.01.24 13:54:00,C,0
19.01.24 14:54:00,C,0
19.01.24 15:54:00,C,0
19.01.24 16:54:00,C,0
19.01.24 17:54:00,C,0
19.01.24 18:54:00,C,0
19.01.24 19:54:00,C,0
19.01.24 20:54:00,C,0
19.01.24 21:54:00,C,0
19.01.24 22:54:00,C,0
19.01.24 23:54:00,C,-1
20.01.24 00:54:00,C,-1
20.01.24 01:54:00,C,-1
20.01.24 02:54:00,C,-1
20.01.24 03:54:00,C,-1
20.01.24 04:54:00,C,-1
20.01.24 05:54:00,C,-2
20.01.24 06:54:00,C,-2
20.01.24 07:54:00,C,-2
20.01.24 08:54:00,C,-2
20.01.24 09:54:00,C,-2
20.01.24 10:54:00,C,-1
20.01.24 11:54:00,C,-1
20.01.24 12:54:00,C,-1
20.01.24 13:54:00,C,-1
20.01.24 14:54:00,C,-1
20.01.24 15:54:00,C,-1
20.01.24 16:54:00,C,-1
20.01.24 17:54:00,C,-2
20.01.24 18:54:00,C,-2
20.01.24 19:54:00,C,-2
20.01.24 20:54:00,C,-2
20.01.24 21:54:00,C,-2
20.01.24 22:54:00,C,-2
20.01.24 23:54:00,C,-2
21.01.24 00:54:00,C,-2
21.01.24 01:54:00,C,-2
21.01.24 02:54:00,C,-2
21.01.24 03:54:00,C,-2
21.01.24 04:54:00,C,-2
21.01.24 05:54:00,C,-2
21.01.24 06:54:00,C,-2
21.01.24 07:54:00,C,-2
21.01.24 08:54:00,C,-2
21.01.24 09:54:00,C,-2
21.01.24 10:54:00,C,-1
21.01.24 11:54:00,C,-1
21.01.24 12:54:00,C,0
21.01.24 13:54:00,C,0
21.01.24 14:54:00,C,0
21.01.24 15:54:00,C,0
21.01.24 16:54:00,C,0
21.01.24 17:54:00,C,0
21.01.24 18:54:00,C,0
21.01.24 19:54:00,C,0
21.01.24 20:54:00,C,0
21.01.24 21:54:00,C,0
21.01.24 22:54:00,C,0
21.01.24 23:54:00,C,0
22.01.24 00:54:00,C,0
22.01.24 01:54:00,C,0
22.01.24 02:54:00,C,0
22.01.24 03:54:00,C,0
22.01.24 04:54:00,C,0
22.01.24 05:54:00,C,0
22.01.24 06:54:00,C,0
22.01.24 07:54:00,C,0
22.01.24 08:54:00,C,0
22.01.24 09:54:00,C,0
22.01.24 10:54:00,C,0
22.01.24 11:54:00,C,0
22.01.24 12:54:00,C,0
22.01.24 13:54:00,C,0
22.01.24 14:54:00,C,0
22.01.24 15:54:00,C,1
22.01.24 16:54:00,C,1
22.01.24 17:54:00,C,0
22.01.24 18:54:00,C,1
22.01.24 19:54:00,C,0
22.01.24 20:54:00,C,0
22.01.24 21:54:00,C,1
22.01.24 22:54:00,C,1
22.01.24 23:54:00,C,1
23.01.24 00:54:00,C,1
23.01.24 01:54:00,C,1
23.01.24 02:54:00,C,1
23.01.24 03:54:00,C,2
23.01.24 04:54:00,C,2
23.01.24 05:54:00,C,2
23.01.24 06:54:00,C,2
23.01.24 07:54:00,C,1
23.01.24 08:54:00,C,2
23.01.24 09:54:00,C,3
